utterance_id,speaker_id,route_split,source_split,source_row_indices,variants_averaged
Ses03M_script01_2_F012,Ses03F,private,train,2455;6879;11303,3
Ses03M_script01_2_F015,Ses03F,private,test,295,1
Ses03M_script01_2_F017,Ses03F,private,train,2456;6880;11304,3
Ses03M_script01_2_F019,Ses03F,private,train,2457;6881;11305,3
Ses03M_script01_2_M001,Ses03M,private,train,2458;6882;11306,3
Ses03M_script01_2_M004,Ses03M,private,train,2459;6883;11307,3
Ses03M_script01_2_M005,Ses03M,private,train,2460;6884;11308,3
Ses03M_script01_2_M008,Ses03M,private,test,296,1
Ses03M_script01_2_M014,Ses03M,private,train,2461;6885;11309,3
Ses03M_script01_2_M015,Ses03M,private,train,2462;6886;11310,3
Ses03M_script01_2_M016,Ses03M,private,train,2463;6887;11311,3
Ses03M_script01_2_M017,Ses03M,private,train,2464;6888;11312,3
Ses03M_script01_3_F004,Ses03F,private,dev,310,1
Ses03M_script01_3_F006,Ses03F,private,dev,311,1
Ses03M_script01_3_F007,Ses03F,private,train,2465;6889;11313,3
Ses03M_script01_3_F008,Ses03F,private,train,2466;6890;11314,3
Ses03M_script01_3_F011,Ses03F,private,dev,312,1
Ses03M_script01_3_F012,Ses03F,private,train,2467;6891;11315,3
Ses03M_script01_3_F013,Ses03F,private,test,297,1
Ses03M_script01_3_F014,Ses03F,private,train,2468;6892;11316,3
Ses03M_script01_3_F015,Ses03F,private,train,2469;6893;11317,3
Ses03M_script01_3_F016,Ses03F,private,train,2470;6894;11318,3
Ses03M_script01_3_F017,Ses03F,private,train,2471;6895;11319,3
Ses03M_script01_3_F018,Ses03F,private,dev,313,1
Ses03M_script01_3_F019,Ses03F,private,train,2472;6896;11320,3
Ses03M_script01_3_F020,Ses03F,private,train,2473;6897;11321,3
Ses03M_script01_3_F021,Ses03F,private,train,2474;6898;11322,3
Ses03M_script01_3_F029,Ses03F,private,train,2475;6899;11323,3
Ses03M_script01_3_F030,Ses03F,private,train,2476;6900;11324,3
Ses03M_script01_3_F031,Ses03F,private,train,2477;6901;11325,3
Ses03M_script01_3_F033,Ses03F,private,train,2478;6902;11326,3
Ses03M_script01_3_F034,Ses03F,private,train,2479;6903;11327,3
Ses03M_script01_3_M001,Ses03M,private,train,2480;6904;11328,3
Ses03M_script01_3_M004,Ses03M,private,train,2481;6905;11329,3
Ses03M_script01_3_M008,Ses03M,private,train,2482;6906;11330,3
Ses03M_script01_3_M010,Ses03M,private,train,2483;6907;11331,3
Ses03M_script01_3_M016,Ses03M,private,train,2484;6908;11332,3
Ses03M_script01_3_M018,Ses03M,private,train,2485;6909;11333,3
Ses03M_script01_3_M019,Ses03M,private,train,2486;6910;11334,3
Ses03M_script01_3_M021,Ses03M,private,train,2487;6911;11335,3
Ses03M_script01_3_M023,Ses03M,private,train,2488;6912;11336,3
Ses03M_script01_3_M027,Ses03M,private,train,2489;6913;11337,3
Ses03M_script01_3_M028,Ses03M,private,test,298,1
Ses03M_script01_3_M029,Ses03M,private,train,2490;6914;11338,3
Ses03M_script01_3_M030,Ses03M,private,train,2491;6915;11339,3
Ses03M_script01_3_M031,Ses03M,private,dev,314,1
Ses03M_script01_3_M032,Ses03M,private,train,2492;6916;11340,3
Ses03M_script01_3_M033,Ses03M,private,train,2493;6917;11341,3
Ses03M_script01_3_M034,Ses03M,private,train,2494;6918;11342,3
Ses03M_script01_3_M035,Ses03M,private,train,2495;6919;11343,3
Ses03M_script01_3_M036,Ses03M,private,train,2496;6920;11344,3
Ses03M_script01_3_M037,Ses03M,private,train,2497;6921;11345,3
Ses03M_script01_3_M038,Ses03M,private,dev,315,1
Ses03M_script01_3_M039,Ses03M,private,train,2498;6922;11346,3
Ses03M_script01_3_M040,Ses03M,private,train,2499;6923;11347,3
Ses03M_script01_3_M041,Ses03M,private,train,2500;6924;11348,3
Ses03M_script01_3_M042,Ses03M,private,dev,316,1
Ses03M_script01_3_M045,Ses03M,private,dev,317,1
Ses03M_script01_3_M046,Ses03M,private,train,2501;6925;11349,3
Ses03M_script02_1_F005,Ses03F,private,train,2502;6926;11350,3
Ses03M_script02_1_F016,Ses03F,private,train,2503;6927;11351,3
Ses03M_script02_1_M000,Ses03M,private,train,2504;6928;11352,3
Ses03M_script02_1_M001,Ses03M,private,train,2505;6929;11353,3
Ses03M_script02_1_M002,Ses03M,private,train,2506;6930;11354,3
Ses03M_script02_1_M003,Ses03M,private,dev,318,1
Ses03M_script02_1_M004,Ses03M,private,train,2507;6931;11355,3
Ses03M_script02_1_M005,Ses03M,private,train,2508;6932;11356,3
Ses03M_script02_1_M014,Ses03M,private,train,2509;6933;11357,3
Ses03M_script02_1_M015,Ses03M,private,train,2510;6934;11358,3
Ses03M_script02_1_M016,Ses03M,private,train,2511;6935;11359,3
Ses03M_script02_1_M017,Ses03M,private,train,2512;6936;11360,3
Ses03M_script02_1_M023,Ses03M,private,train,2513;6937;11361,3
Ses03M_script02_1_M024,Ses03M,private,train,2514;6938;11362,3
Ses03M_script02_1_M025,Ses03M,private,train,2515;6939;11363,3
Ses03M_script02_1_M026,Ses03M,private,train,2516;6940;11364,3
Ses03M_script02_1_M027,Ses03M,private,train,2517;6941;11365,3
Ses03M_script02_1_M034,Ses03M,private,train,2518;6942;11366,3
Ses03M_script02_1_M035,Ses03M,private,test,299,1
Ses03M_script02_1_M036,Ses03M,private,train,2519;6943;11367,3
Ses03M_script02_1_M037,Ses03M,private,train,2520;6944;11368,3
Ses03M_script02_1_M038,Ses03M,private,train,2521;6945;11369,3
Ses03M_script02_1_M039,Ses03M,private,train,2522;6946;11370,3
Ses03M_script02_1_M040,Ses03M,private,train,2523;6947;11371,3
Ses03M_script02_1_M041,Ses03M,private,test,300,1
Ses03M_script02_1_M042,Ses03M,private,train,2524;6948;11372,3
Ses03M_script02_1_M043,Ses03M,private,train,2525;6949;11373,3
Ses03M_script02_2_F000,Ses03F,private,train,2526;6950;11374,3
Ses03M_script02_2_F001,Ses03F,private,dev,319,1
Ses03M_script02_2_F002,Ses03F,private,train,2527;6951;11375,3
Ses03M_script02_2_F003,Ses03F,private,train,2528;6952;11376,3
Ses03M_script02_2_F004,Ses03F,private,train,2529;6953;11377,3
Ses03M_script02_2_F009,Ses03F,private,train,2530;6954;11378,3
Ses03M_script02_2_F011,Ses03F,private,train,2531;6955;11379,3
Ses03M_script02_2_F013,Ses03F,private,train,2532;6956;11380,3
Ses03M_script02_2_F016,Ses03F,private,test,301,1
Ses03M_script02_2_F018,Ses03F,private,train,2533;6957;11381,3
Ses03M_script02_2_F023,Ses03F,private,train,2534;6958;11382,3
Ses03M_script02_2_F024,Ses03F,private,test,302,1
Ses03M_script02_2_F025,Ses03F,private,train,2535;6959;11383,3
Ses03M_script02_2_F031,Ses03F,private,train,2536;6960;11384,3
Ses03M_script02_2_F033,Ses03F,private,test,303,1
Ses03M_script02_2_F034,Ses03F,private,train,2537;6961;11385,3
Ses03M_script02_2_F035,Ses03F,private,train,2538;6962;11386,3
Ses03M_script02_2_F036,Ses03F,private,train,2539;6963;11387,3
Ses03M_script02_2_F037,Ses03F,private,train,2540;6964;11388,3
Ses03M_script02_2_F038,Ses03F,private,train,2541;6965;11389,3
Ses03M_script02_2_F040,Ses03F,private,train,2542;6966;11390,3
Ses03M_script02_2_F041,Ses03F,private,train,2543;6967;11391,3
Ses03M_script02_2_F042,Ses03F,private,train,2544;6968;11392,3
Ses03M_script02_2_F044,Ses03F,private,test,304,1
Ses03M_script02_2_F046,Ses03F,private,train,2545;6969;11393,3
Ses03M_script02_2_F047,Ses03F,private,train,2546;6970;11394,3
Ses03M_script02_2_F048,Ses03F,private,train,2547;6971;11395,3
Ses03M_script02_2_F049,Ses03F,private,train,2548;6972;11396,3
Ses03M_script02_2_M000,Ses03M,private,train,2549;6973;11397,3
Ses03M_script02_2_M014,Ses03M,private,train,2550;6974;11398,3
Ses03M_script02_2_M017,Ses03M,private,train,2551;6975;11399,3
Ses03M_script02_2_M019,Ses03M,private,train,2552;6976;11400,3
Ses03M_script02_2_M020,Ses03M,private,train,2553;6977;11401,3
Ses03M_script02_2_M021,Ses03M,private,test,305,1
Ses03M_script02_2_M022,Ses03M,private,train,2554;6978;11402,3
Ses03M_script02_2_M028,Ses03M,private,dev,320,1
Ses03M_script02_2_M029,Ses03M,private,train,2555;6979;11403,3
Ses03M_script02_2_M030,Ses03M,private,train,2556;6980;11404,3
Ses03M_script02_2_M031,Ses03M,private,train,2557;6981;11405,3
Ses03M_script02_2_M032,Ses03M,private,train,2558;6982;11406,3
Ses03M_script02_2_M033,Ses03M,private,train,2559;6983;11407,3
Ses03M_script02_2_M036,Ses03M,private,test,306,1
Ses03M_script02_2_M037,Ses03M,private,train,2560;6984;11408,3
Ses03M_script02_2_M041,Ses03M,private,train,2561;6985;11409,3
Ses03M_script02_2_M042,Ses03M,private,train,2562;6986;11410,3
Ses03M_script02_2_M045,Ses03M,private,train,2563;6987;11411,3
Ses03M_script02_2_M046,Ses03M,private,train,2564;6988;11412,3
Ses03M_script03_1_F003,Ses03F,private,train,2565;6989;11413,3
Ses03M_script03_1_F004,Ses03F,private,train,2566;6990;11414,3
Ses03M_script03_1_F005,Ses03F,private,test,307,1
Ses03M_script03_1_F006,Ses03F,private,train,2567;6991;11415,3
Ses03M_script03_1_F018,Ses03F,private,train,2568;6992;11416,3
Ses03M_script03_1_M004,Ses03M,private,train,2569;6993;11417,3
Ses03M_script03_1_M006,Ses03M,private,train,2570;6994;11418,3
Ses03M_script03_1_M035,Ses03M,private,train,2571;6995;11419,3
Ses03M_script03_2_F000,Ses03F,private,train,2572;6996;11420,3
Ses03M_script03_2_F001,Ses03F,private,dev,321,1
Ses03M_script03_2_F003,Ses03F,private,train,2573;6997;11421,3
Ses03M_script03_2_F004,Ses03F,private,train,2574;6998;11422,3
Ses03M_script03_2_F006,Ses03F,private,train,2575;6999;11423,3
Ses03M_script03_2_F010,Ses03F,private,dev,322,1
Ses03M_script03_2_F011,Ses03F,private,dev,323,1
Ses03M_script03_2_F012,Ses03F,private,train,2576;7000;11424,3
Ses03M_script03_2_F014,Ses03F,private,test,308,1
Ses03M_script03_2_F016,Ses03F,private,train,2577;7001;11425,3
Ses03M_script03_2_F017,Ses03F,private,train,2578;7002;11426,3
Ses03M_script03_2_F024,Ses03F,private,train,2579;7003;11427,3
Ses03M_script03_2_F025,Ses03F,private,train,2580;7004;11428,3
Ses03M_script03_2_F028,Ses03F,private,train,2581;7005;11429,3
Ses03M_script03_2_F029,Ses03F,private,train,2582;7006;11430,3
Ses03M_script03_2_F030,Ses03F,private,train,2583;7007;11431,3
Ses03M_script03_2_F031,Ses03F,private,train,2584;7008;11432,3
Ses03M_script03_2_F032,Ses03F,private,train,2585;7009;11433,3
Ses03M_script03_2_F033,Ses03F,private,dev,324,1
Ses03M_script03_2_F036,Ses03F,private,train,2586;7010;11434,3
Ses03M_script03_2_F038,Ses03F,private,test,309,1
Ses03M_script03_2_F039,Ses03F,private,train,2587;7011;11435,3
Ses03M_script03_2_F040,Ses03F,private,train,2588;7012;11436,3
Ses03M_script03_2_F041,Ses03F,private,test,310,1
Ses03M_script03_2_F042,Ses03F,private,train,2589;7013;11437,3
Ses03M_script03_2_F043,Ses03F,private,train,2590;7014;11438,3
Ses03M_script03_2_F044,Ses03F,private,train,2591;7015;11439,3
Ses03M_script03_2_F045,Ses03F,private,train,2592;7016;11440,3
Ses03M_script03_2_M000,Ses03M,private,train,2593;7017;11441,3
Ses03M_script03_2_M003,Ses03M,private,train,2594;7018;11442,3
Ses03M_script03_2_M004,Ses03M,private,train,2595;7019;11443,3
Ses03M_script03_2_M005,Ses03M,private,train,2596;7020;11444,3
Ses03M_script03_2_M006,Ses03M,private,train,2597;7021;11445,3
Ses03M_script03_2_M007,Ses03M,private,train,2598;7022;11446,3
Ses03M_script03_2_M008,Ses03M,private,train,2599;7023;11447,3
Ses03M_script03_2_M009,Ses03M,private,train,2600;7024;11448,3
Ses03M_script03_2_M010,Ses03M,private,train,2601;7025;11449,3
Ses03M_script03_2_M011,Ses03M,private,train,2602;7026;11450,3
Ses03M_script03_2_M012,Ses03M,private,train,2603;7027;11451,3
Ses03M_script03_2_M014,Ses03M,private,train,2604;7028;11452,3
Ses03M_script03_2_M019,Ses03M,private,train,2605;7029;11453,3
Ses03M_script03_2_M020,Ses03M,private,train,2606;7030;11454,3
Ses03M_script03_2_M021,Ses03M,private,train,2607;7031;11455,3
Ses03M_script03_2_M029,Ses03M,private,train,2608;7032;11456,3
Ses03M_script03_2_M030,Ses03M,private,test,311,1
Ses03M_script03_2_M031,Ses03M,private,train,2609;7033;11457,3
Ses03M_script03_2_M032,Ses03M,private,train,2610;7034;11458,3
Ses03M_script03_2_M033,Ses03M,private,train,2611;7035;11459,3
Ses03M_script03_2_M034,Ses03M,private,train,2612;7036;11460,3
Ses03M_script03_2_M038,Ses03M,private,train,2613;7037;11461,3
Ses03M_script03_2_M039,Ses03M,private,train,2614;7038;11462,3
Ses03M_script03_2_M040,Ses03M,private,train,2615;7039;11463,3
Ses03M_script03_2_M041,Ses03M,private,test,312,1
Ses03M_script03_2_M042,Ses03M,private,train,2616;7040;11464,3
Ses03M_script03_2_M043,Ses03M,private,train,2617;7041;11465,3
Ses03M_script03_2_M044,Ses03M,private,train,2618;7042;11466,3
Ses03M_script03_2_M045,Ses03M,private,train,2619;7043;11467,3
Ses03M_script03_2_M046,Ses03M,private,train,2620;7044;11468,3
Ses04F_impro01_F004,Ses04F,auxiliary,train,2621;7045;11469,3
Ses04F_impro01_F008,Ses04F,auxiliary,test,313,1
Ses04F_impro01_F009,Ses04F,auxiliary,train,2622;7046;11470,3
Ses04F_impro01_F010,Ses04F,auxiliary,train,2623;7047;11471,3
Ses04F_impro01_F012,Ses04F,auxiliary,train,2624;7048;11472,3
Ses04F_impro01_F014,Ses04F,auxiliary,train,2625;7049;11473,3
Ses04F_impro01_F016,Ses04F,auxiliary,dev,325,1
Ses04F_impro01_F019,Ses04F,auxiliary,train,2626;7050;11474,3
Ses04F_impro01_F021,Ses04F,auxiliary,train,2627;7051;11475,3
Ses04F_impro01_F022,Ses04F,auxiliary,train,2628;7052;11476,3
Ses04F_impro01_M005,Ses04M,auxiliary,train,2629;7053;11477,3
Ses04F_impro01_M008,Ses04M,auxiliary,train,2630;7054;11478,3
Ses04F_impro01_M011,Ses04M,auxiliary,train,2631;7055;11479,3
Ses04F_impro01_M014,Ses04M,auxiliary,dev,326,1
Ses04F_impro01_M021,Ses04M,auxiliary,train,2632;7056;11480,3
Ses04F_impro01_M023,Ses04M,auxiliary,train,2633;7057;11481,3
Ses04F_impro01_M024,Ses04M,auxiliary,train,2634;7058;11482,3
Ses04F_impro02_F000,Ses04F,auxiliary,train,2635;7059;11483,3
Ses04F_impro02_F001,Ses04F,auxiliary,train,2636;7060;11484,3
Ses04F_impro02_F002,Ses04F,auxiliary,train,2637;7061;11485,3
Ses04F_impro02_F003,Ses04F,auxiliary,train,2638;7062;11486,3
Ses04F_impro02_F005,Ses04F,auxiliary,train,2639;7063;11487,3
Ses04F_impro02_F006,Ses04F,auxiliary,train,2640;7064;11488,3
Ses04F_impro02_F007,Ses04F,auxiliary,train,2641;7065;11489,3
Ses04F_impro02_F009,Ses04F,auxiliary,test,314,1
Ses04F_impro02_F011,Ses04F,auxiliary,train,2642;7066;11490,3
Ses04F_impro02_F012,Ses04F,auxiliary,train,2643;7067;11491,3
Ses04F_impro02_F017,Ses04F,auxiliary,dev,327,1
Ses04F_impro02_F018,Ses04F,auxiliary,train,2644;7068;11492,3
Ses04F_impro02_F022,Ses04F,auxiliary,train,2645;7069;11493,3
Ses04F_impro02_F023,Ses04F,auxiliary,train,2646;7070;11494,3
Ses04F_impro02_F024,Ses04F,auxiliary,train,2647;7071;11495,3
Ses04F_impro02_M000,Ses04M,auxiliary,train,2648;7072;11496,3
Ses04F_impro02_M001,Ses04M,auxiliary,train,2649;7073;11497,3
Ses04F_impro02_M004,Ses04M,auxiliary,train,2650;7074;11498,3
Ses04F_impro02_M012,Ses04M,auxiliary,train,2651;7075;11499,3
Ses04F_impro02_M018,Ses04M,auxiliary,test,315,1
Ses04F_impro02_M020,Ses04M,auxiliary,train,2652;7076;11500,3
Ses04F_impro02_M021,Ses04M,auxiliary,train,2653;7077;11501,3
Ses04F_impro02_M024,Ses04M,auxiliary,train,2654;7078;11502,3
Ses04F_impro02_M025,Ses04M,auxiliary,train,2655;7079;11503,3
Ses04F_impro02_M026,Ses04M,auxiliary,train,2656;7080;11504,3
Ses04F_impro03_F000,Ses04F,auxiliary,train,2657;7081;11505,3
Ses04F_impro03_F001,Ses04F,auxiliary,train,2658;7082;11506,3
Ses04F_impro03_F002,Ses04F,auxiliary,train,2659;7083;11507,3
Ses04F_impro03_F003,Ses04F,auxiliary,train,2660;7084;11508,3
Ses04F_impro03_F004,Ses04F,auxiliary,train,2661;7085;11509,3
Ses04F_impro03_F005,Ses04F,auxiliary,train,2662;7086;11510,3
Ses04F_impro03_F006,Ses04F,auxiliary,train,2663;7087;11511,3
Ses04F_impro03_F007,Ses04F,auxiliary,train,2664;7088;11512,3
Ses04F_impro03_F009,Ses04F,auxiliary,train,2665;7089;11513,3
Ses04F_impro03_F010,Ses04F,auxiliary,train,2666;7090;11514,3
Ses04F_impro03_F011,Ses04F,auxiliary,train,2667;7091;11515,3
Ses04F_impro03_F012,Ses04F,auxiliary,train,2668;7092;11516,3
Ses04F_impro03_F013,Ses04F,auxiliary,train,2669;7093;11517,3
Ses04F_impro03_F014,Ses04F,auxiliary,test,316,1
Ses04F_impro03_F015,Ses04F,auxiliary,test,317,1
Ses04F_impro03_F016,Ses04F,auxiliary,train,2670;7094;11518,3
Ses04F_impro03_F017,Ses04F,auxiliary,train,2671;7095;11519,3
Ses04F_impro03_F018,Ses04F,auxiliary,train,2672;7096;11520,3
Ses04F_impro03_F034,Ses04F,auxiliary,dev,328,1
Ses04F_impro03_F036,Ses04F,auxiliary,train,2673;7097;11521,3
Ses04F_impro03_F038,Ses04F,auxiliary,train,2674;7098;11522,3
Ses04F_impro03_F040,Ses04F,auxiliary,train,2675;7099;11523,3
Ses04F_impro03_F041,Ses04F,auxiliary,train,2676;7100;11524,3
Ses04F_impro03_F042,Ses04F,auxiliary,test,318,1
Ses04F_impro03_F043,Ses04F,auxiliary,train,2677;7101;11525,3
Ses04F_impro03_F044,Ses04F,auxiliary,train,2678;7102;11526,3
Ses04F_impro03_F045,Ses04F,auxiliary,train,2679;7103;11527,3
Ses04F_impro03_F047,Ses04F,auxiliary,train,2680;7104;11528,3
Ses04F_impro03_F048,Ses04F,auxiliary,train,2681;7105;11529,3
Ses04F_impro03_F050,Ses04F,auxiliary,train,2682;7106;11530,3
Ses04F_impro03_F051,Ses04F,auxiliary,dev,329,1
Ses04F_impro03_F052,Ses04F,auxiliary,train,2683;7107;11531,3
Ses04F_impro03_M000,Ses04M,auxiliary,train,2684;7108;11532,3
Ses04F_impro03_M001,Ses04M,auxiliary,dev,330,1
Ses04F_impro03_M003,Ses04M,auxiliary,train,2685;7109;11533,3
Ses04F_impro03_M004,Ses04M,auxiliary,dev,331,1
Ses04F_impro03_M005,Ses04M,auxiliary,train,2686;7110;11534,3
Ses04F_impro03_M014,Ses04M,auxiliary,train,2687;7111;11535,3
Ses04F_impro03_M018,Ses04M,auxiliary,train,2688;7112;11536,3
Ses04F_impro03_M019,Ses04M,auxiliary,train,2689;7113;11537,3
Ses04F_impro03_M020,Ses04M,auxiliary,dev,332,1
Ses04F_impro03_M021,Ses04M,auxiliary,train,2690;7114;11538,3
Ses04F_impro03_M027,Ses04M,auxiliary,train,2691;7115;11539,3
Ses04F_impro03_M028,Ses04M,auxiliary,train,2692;7116;11540,3
Ses04F_impro03_M029,Ses04M,auxiliary,train,2693;7117;11541,3
Ses04F_impro03_M030,Ses04M,auxiliary,train,2694;7118;11542,3
Ses04F_impro03_M031,Ses04M,auxiliary,train,2695;7119;11543,3
Ses04F_impro03_M032,Ses04M,auxiliary,train,2696;7120;11544,3
Ses04F_impro03_M033,Ses04M,auxiliary,train,2697;7121;11545,3
Ses04F_impro03_M034,Ses04M,auxiliary,train,2698;7122;11546,3
Ses04F_impro03_M035,Ses04M,auxiliary,dev,333,1
Ses04F_impro03_M036,Ses04M,auxiliary,train,2699;7123;11547,3
Ses04F_impro03_M037,Ses04M,auxiliary,train,2700;7124;11548,3
Ses04F_impro03_M038,Ses04M,auxiliary,train,2701;7125;11549,3
Ses04F_impro03_M039,Ses04M,auxiliary,train,2702;7126;11550,3
Ses04F_impro03_M040,Ses04M,auxiliary,train,2703;7127;11551,3
Ses04F_impro03_M041,Ses04M,auxiliary,train,2704;7128;11552,3
Ses04F_impro03_M042,Ses04M,auxiliary,dev,334,1
Ses04F_impro03_M043,Ses04M,auxiliary,train,2705;7129;11553,3
Ses04F_impro03_M047,Ses04M,auxiliary,train,2706;7130;11554,3
Ses04F_impro04_F000,Ses04F,auxiliary,train,2707;7131;11555,3
Ses04F_impro04_F005,Ses04F,auxiliary,train,2708;7132;11556,3
Ses04F_impro04_F006,Ses04F,auxiliary,train,2709;7133;11557,3
Ses04F_impro04_F008,Ses04F,auxiliary,test,319,1
Ses04F_impro04_F011,Ses04F,auxiliary,train,2710;7134;11558,3
Ses04F_impro04_F013,Ses04F,auxiliary,train,2711;7135;11559,3
Ses04F_impro04_F014,Ses04F,auxiliary,train,2712;7136;11560,3
Ses04F_impro04_F015,Ses04F,auxiliary,train,2713;7137;11561,3
Ses04F_impro04_F016,Ses04F,auxiliary,test,320,1
Ses04F_impro04_F017,Ses04F,auxiliary,train,2714;7138;11562,3
Ses04F_impro04_F018,Ses04F,auxiliary,test,321,1
Ses04F_impro04_F025,Ses04F,auxiliary,train,2715;7139;11563,3
Ses04F_impro04_F030,Ses04F,auxiliary,dev,335,1
Ses04F_impro04_F031,Ses04F,auxiliary,dev,336,1
Ses04F_impro04_M001,Ses04M,auxiliary,train,2716;7140;11564,3
Ses04F_impro04_M002,Ses04M,auxiliary,train,2717;7141;11565,3
Ses04F_impro04_M003,Ses04M,auxiliary,train,2718;7142;11566,3
Ses04F_impro04_M004,Ses04M,auxiliary,dev,337,1
Ses04F_impro04_M005,Ses04M,auxiliary,train,2719;7143;11567,3
Ses04F_impro04_M006,Ses04M,auxiliary,train,2720;7144;11568,3
Ses04F_impro04_M007,Ses04M,auxiliary,dev,338,1
Ses04F_impro04_M008,Ses04M,auxiliary,train,2721;7145;11569,3
Ses04F_impro04_M009,Ses04M,auxiliary,dev,339,1
Ses04F_impro04_M013,Ses04M,auxiliary,train,2722;7146;11570,3
Ses04F_impro04_M014,Ses04M,auxiliary,test,322,1
Ses04F_impro04_M015,Ses04M,auxiliary,train,2723;7147;11571,3
Ses04F_impro04_M016,Ses04M,auxiliary,dev,340,1
Ses04F_impro04_M017,Ses04M,auxiliary,test,323,1
Ses04F_impro04_M018,Ses04M,auxiliary,test,324,1
Ses04F_impro04_M019,Ses04M,auxiliary,dev,341,1
Ses04F_impro04_M020,Ses04M,auxiliary,train,2724;7148;11572,3
Ses04F_impro04_M021,Ses04M,auxiliary,train,2725;7149;11573,3
Ses04F_impro04_M022,Ses04M,auxiliary,train,2726;7150;11574,3
Ses04F_impro04_M023,Ses04M,auxiliary,train,2727;7151;11575,3
Ses04F_impro04_M026,Ses04M,auxiliary,train,2728;7152;11576,3
Ses04F_impro04_M028,Ses04M,auxiliary,train,2729;7153;11577,3
Ses04F_impro04_M030,Ses04M,auxiliary,test,325,1
Ses04F_impro04_M031,Ses04M,auxiliary,train,2730;7154;11578,3
Ses04F_impro04_M033,Ses04M,auxiliary,train,2731;7155;11579,3
Ses04F_impro05_F004,Ses04F,auxiliary,train,2732;7156;11580,3
Ses04F_impro05_F005,Ses04F,auxiliary,train,2733;7157;11581,3
Ses04F_impro05_F006,Ses04F,auxiliary,dev,342,1
Ses04F_impro05_F008,Ses04F,auxiliary,test,326,1
Ses04F_impro05_F009,Ses04F,auxiliary,test,327,1
Ses04F_impro05_F010,Ses04F,auxiliary,test,328,1
Ses04F_impro05_F011,Ses04F,auxiliary,train,2734;7158;11582,3
Ses04F_impro05_F012,Ses04F,auxiliary,train,2735;7159;11583,3
Ses04F_impro05_F013,Ses04F,auxiliary,train,2736;7160;11584,3
Ses04F_impro05_F014,Ses04F,auxiliary,train,2737;7161;11585,3
Ses04F_impro05_F015,Ses04F,auxiliary,train,2738;7162;11586,3
Ses04F_impro05_F016,Ses04F,auxiliary,test,329,1
Ses04F_impro05_F017,Ses04F,auxiliary,train,2739;7163;11587,3
Ses04F_impro05_F018,Ses04F,auxiliary,train,2740;7164;11588,3
Ses04F_impro05_F019,Ses04F,auxiliary,train,2741;7165;11589,3
Ses04F_impro06_F000,Ses04F,auxiliary,train,2742;7166;11590,3
Ses04F_impro06_F001,Ses04F,auxiliary,test,330,1
Ses04F_impro06_F002,Ses04F,auxiliary,train,2743;7167;11591,3
Ses04F_impro06_F003,Ses04F,auxiliary,dev,343,1
Ses04F_impro06_F004,Ses04F,auxiliary,dev,344,1
Ses04F_impro06_F005,Ses04F,auxiliary,train,2744;7168;11592,3
Ses04F_impro06_F006,Ses04F,auxiliary,dev,345,1
Ses04F_impro06_F007,Ses04F,auxiliary,train,2745;7169;11593,3
Ses04F_impro06_F008,Ses04F,auxiliary,test,331,1
Ses04F_impro06_F009,Ses04F,auxiliary,dev,346,1
Ses04F_impro06_F010,Ses04F,auxiliary,train,2746;7170;11594,3
Ses04F_impro06_M000,Ses04M,auxiliary,train,2747;7171;11595,3
Ses04F_impro06_M001,Ses04M,auxiliary,train,2748;7172;11596,3
Ses04F_impro06_M002,Ses04M,auxiliary,train,2749;7173;11597,3
Ses04F_impro06_M003,Ses04M,auxiliary,dev,347,1
Ses04F_impro06_M004,Ses04M,auxiliary,train,2750;7174;11598,3
Ses04F_impro06_M005,Ses04M,auxiliary,train,2751;7175;11599,3
Ses04F_impro06_M006,Ses04M,auxiliary,dev,348,1
Ses04F_impro06_M007,Ses04M,auxiliary,train,2752;7176;11600,3
Ses04F_impro06_M008,Ses04M,auxiliary,train,2753;7177;11601,3
Ses04F_impro06_M009,Ses04M,auxiliary,dev,349,1
Ses04F_impro06_M010,Ses04M,auxiliary,train,2754;7178;11602,3
Ses04F_impro06_M011,Ses04M,auxiliary,test,332,1
Ses04F_impro06_M012,Ses04M,auxiliary,train,2755;7179;11603,3
Ses04F_impro06_M013,Ses04M,auxiliary,test,333,1
Ses04F_impro06_M014,Ses04M,auxiliary,test,334,1
Ses04F_impro07_F000,Ses04F,auxiliary,train,2756;7180;11604,3
Ses04F_impro07_F001,Ses04F,auxiliary,dev,350,1
Ses04F_impro07_F002,Ses04F,auxiliary,dev,351,1
Ses04F_impro07_F003,Ses04F,auxiliary,train,2757;7181;11605,3
Ses04F_impro07_F004,Ses04F,auxiliary,train,2758;7182;11606,3
Ses04F_impro07_F005,Ses04F,auxiliary,train,2759;7183;11607,3
Ses04F_impro07_F006,Ses04F,auxiliary,dev,352,1
Ses04F_impro07_F007,Ses04F,auxiliary,train,2760;7184;11608,3
Ses04F_impro07_F008,Ses04F,auxiliary,train,2761;7185;11609,3
Ses04F_impro07_F009,Ses04F,auxiliary,test,335,1
Ses04F_impro07_F010,Ses04F,auxiliary,train,2762;7186;11610,3
Ses04F_impro07_F011,Ses04F,auxiliary,train,2763;7187;11611,3
Ses04F_impro07_F012,Ses04F,auxiliary,train,2764;7188;11612,3
Ses04F_impro07_F013,Ses04F,auxiliary,train,2765;7189;11613,3
Ses04F_impro07_F014,Ses04F,auxiliary,test,336,1
Ses04F_impro07_F015,Ses04F,auxiliary,train,2766;7190;11614,3
